Suite/Test/Step Name;Browser;Description;Start time;End time;Duration;Status
"setText(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.EditText - Alamat Pengiriman (1)"")";" ""Jl. yang ada di Kedaung""";Input format Alamat yang valid (minimal 10 karakter);20/03/2023 16:09;20/03/2023 16:09;1.191s;PASSED
hideKeyboard();;;20/03/2023 16:09;20/03/2023 16:09;1.177s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View"")";;Tap dropdown 'Provinsi';20/03/2023 16:09;20/03/2023 16:09;1.184s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (1)"")";;Pilih salah satu 'Provinsi';20/03/2023 16:09;20/03/2023 16:10;1.451s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (2)"")";;Tap dropdown 'Kota';20/03/2023 16:10;20/03/2023 16:10;1.032s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (3)"")";;Pilih salah satu 'Kota';20/03/2023 16:10;20/03/2023 16:10;1.528s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.Button"")";;Tap dropdown 'Kecamatan';20/03/2023 16:10;20/03/2023 16:10;1.179s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (4)"")";;Pilih salah satu 'Kecamatan';20/03/2023 16:10;20/03/2023 16:10;0.983s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (5)"")";;Tap dropdown 'Kelurahan';20/03/2023 16:10;20/03/2023 16:10;1.021s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (6)"")";;Pilih salah satu 'Kelurahan';20/03/2023 16:10;20/03/2023 16:10;1.031s;PASSED
;;;;;;
Test Cases/Register/Phone_Number/TC_Register_ValidPhone;;Test case register dengan nomor HP yang valid;20/03/2023 16:10;20/03/2023 16:10;7.430s;PASSED
swipe(100, 400, 0, 0);;;20/03/2023 16:10;20/03/2023 16:10;1.043s;PASSED
"tap(findTestObject(""Object Repository/Register/Phone_Number/Valid_Phone_Number/android.widget.EditText - Nomor Handphone"")";;Tap field 'Nomor Handphone';20/03/2023 16:10;20/03/2023 16:10;0.382s;PASSED
"setText(findTestObject(""Object Repository/Register/Phone_Number/Valid_Phone_Number/android.widget.EditText - Nomor Handphone (1)"")";" ""085817746351""";Input nomor HP yang valid;20/03/2023 16:10;20/03/2023 16:10;1.314s;PASSED
hideKeyboard();;;20/03/2023 16:10;20/03/2023 16:10;3.408s;PASSED
delay(1, CONTINUE_ON_FAILURE);;;20/03/2023 16:10;20/03/2023 16:10;1.007s;PASSED
;;;;;;
Test Cases/Register/Register_Submit;;Test case tap tombol 'Daftar' setelah mengisi form 'Register';20/03/2023 16:10;20/03/2023 16:10;1.156s;PASSED
"tap(findTestObject(""Object Repository/Register/Submit_Failed/android.widget.Button"")";;Tap tombol 'Daftar' setelah mengisi form Register;20/03/2023 16:10;20/03/2023 16:10;0.842s;PASSED
;;;;;;
Test Cases/Register/Password/TC_Verify_Invalid_Password;;"Memastikan muncul alert ""kata sandi minimal 6 karakter mengandung 1 angka dan 1 huruf!""";20/03/2023 16:10;20/03/2023 16:10;4.914s;PASSED
swipe(400, 400, 400, 1000);;;20/03/2023 16:10;20/03/2023 16:10;1.067s;PASSED
"getText(findTestObject(""Object Repository/Register/Password/Verify_Invalid_Password/android.view.View"")";;;20/03/2023 16:10;20/03/2023 16:10;0.232s;PASSED
"verifyElementVisible(findTestObject(""Object Repository/Register/Password/Verify_Invalid_Password/android.view.View"")";;;20/03/2023 16:10;20/03/2023 16:10;0.283s;PASSED
"verifyMatch(""Kata sandi minimal 6 karakter mengandung 1 angka dan 1 huruf!"", ""Kata sandi minimal 6 karakter mengandung 1 angka dan 1 huruf!"", false)";;"Pastikan muncul alert ""Kata sandi minimal 6 karakter mengandung 1 angka dan 1 huruf!""";20/03/2023 16:10;20/03/2023 16:10;0.009s;PASSED
delay(3, CONTINUE_ON_FAILURE);;;20/03/2023 16:10;20/03/2023 16:10;3.002s;PASSED
