Suite/Test/Step Name;Browser;Description;Start time;End time;Duration;Status
"setEncryptedText(findTestObject(""Object Repository/Register/Password/Register_InvalidPassword (Number Only)/android.widget.EditText - Password (1)"")";" ""aeHFOx8jV/A=""";Input Password dengan angka saja;20/03/2023 16:02;20/03/2023 16:02;0.466s;PASSED
"tap(findTestObject(""Object Repository/Register/Password/Register_InvalidPassword (Number Only)/android.widget.Button"")";;Tap icon 'Mata tertutup';20/03/2023 16:02;20/03/2023 16:02;0.797s;PASSED
"tap(findTestObject(""Register/Password/Register_InvalidPassword (Number Only)/android.widget.EditText - Ketik Ulang Password"")";;Tap field 'Konfirmasi Password';20/03/2023 16:02;20/03/2023 16:02;0.955s;PASSED
"setEncryptedText(findTestObject(""Register/Password/Register_InvalidPassword (Number Only)/android.widget.EditText - Ketik Ulang Password (1)"")";" ""aeHFOx8jV/A=""";Input Konfirmasi Password sama dengan field Password;20/03/2023 16:02;20/03/2023 16:02;1.135s;PASSED
"tap(findTestObject(""Object Repository/Register/Password/Register_InvalidPassword (Number Only)/android.widget.Button (1)"")";;Tap icon 'Mata tertutup';20/03/2023 16:02;20/03/2023 16:02;0.779s;PASSED
;;;;;;
Test Cases/Register/Address/TC_Register_ValidAddress;;Test case register dengan Alamat yang valid (Minimal 10 karakter);20/03/2023 16:02;20/03/2023 16:02;12.832s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.EditText - Alamat Pengiriman"")";;Tap field 'Alamat Pengiriman';20/03/2023 16:02;20/03/2023 16:02;0.604s;PASSED
"setText(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.EditText - Alamat Pengiriman (1)"")";" ""Jl. yang ada di Kedaung""";Input format Alamat yang valid (minimal 10 karakter);20/03/2023 16:02;20/03/2023 16:02;1.202s;PASSED
hideKeyboard();;;20/03/2023 16:02;20/03/2023 16:02;1.305s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View"")";;Tap dropdown 'Provinsi';20/03/2023 16:02;20/03/2023 16:02;1.069s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (1)"")";;Pilih salah satu 'Provinsi';20/03/2023 16:02;20/03/2023 16:02;1.167s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (2)"")";;Tap dropdown 'Kota';20/03/2023 16:02;20/03/2023 16:02;1.042s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (3)"")";;Pilih salah satu 'Kota';20/03/2023 16:02;20/03/2023 16:02;1.555s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.Button"")";;Tap dropdown 'Kecamatan';20/03/2023 16:02;20/03/2023 16:02;1.557s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (4)"")";;Pilih salah satu 'Kecamatan';20/03/2023 16:02;20/03/2023 16:02;0.987s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (5)"")";;Tap dropdown 'Kelurahan';20/03/2023 16:02;20/03/2023 16:02;1.027s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (6)"")";;Pilih salah satu 'Kelurahan';20/03/2023 16:02;20/03/2023 16:02;0.977s;PASSED
;;;;;;
Test Cases/Register/Phone_Number/TC_Register_ValidPhone;;Test case register dengan nomor HP yang valid;20/03/2023 16:02;20/03/2023 16:03;29.449s;PASSED
swipe(100, 400, 0, 0);;;20/03/2023 16:02;20/03/2023 16:02;1.196s;PASSED
"tap(findTestObject(""Object Repository/Register/Phone_Number/Valid_Phone_Number/android.widget.EditText - Nomor Handphone"")";;Tap field 'Nomor Handphone';20/03/2023 16:02;20/03/2023 16:03;21.715s;PASSED
"setText(findTestObject(""Object Repository/Register/Phone_Number/Valid_Phone_Number/android.widget.EditText - Nomor Handphone (1)"")";" ""085817746351""";Input nomor HP yang valid;20/03/2023 16:03;20/03/2023 16:03;1.396s;PASSED
hideKeyboard();;;20/03/2023 16:03;20/03/2023 16:03;3.836s;PASSED
delay(1, CONTINUE_ON_FAILURE);;;20/03/2023 16:03;20/03/2023 16:03;1.011s;PASSED
;;;;;;
Test Cases/Register/Register_Submit;;Test case tap tombol 'Daftar' setelah mengisi form 'Register';20/03/2023 16:03;20/03/2023 16:03;1.412s;PASSED
"tap(findTestObject(""Object Repository/Register/Submit_Failed/android.widget.Button"")";;Tap tombol 'Daftar' setelah mengisi form Register;20/03/2023 16:03;20/03/2023 16:03;0.846s;PASSED
;;;;;;
Test Cases/Register/Password/TC_Verify_Invalid_Password;;"Memastikan muncul alert ""kata sandi minimal 6 karakter mengandung 1 angka dan 1 huruf!""";20/03/2023 16:03;20/03/2023 16:03;4.810s;PASSED
swipe(400, 400, 400, 1000);;;20/03/2023 16:03;20/03/2023 16:03;1.048s;PASSED
"getText(findTestObject(""Object Repository/Register/Password/Verify_Invalid_Password/android.view.View"")";;;20/03/2023 16:03;20/03/2023 16:03;0.177s;PASSED
"verifyElementVisible(findTestObject(""Object Repository/Register/Password/Verify_Invalid_Password/android.view.View"")";;;20/03/2023 16:03;20/03/2023 16:03;0.199s;PASSED
"verifyMatch(""Kata sandi minimal 6 karakter mengandung 1 angka dan 1 huruf!"", ""Kata sandi minimal 6 karakter mengandung 1 angka dan 1 huruf!"", false)";;"Pastikan muncul alert ""Kata sandi minimal 6 karakter mengandung 1 angka dan 1 huruf!""";20/03/2023 16:03;20/03/2023 16:03;0.022s;PASSED
delay(3, CONTINUE_ON_FAILURE);;;20/03/2023 16:03;20/03/2023 16:03;3.013s;PASSED
