Suite/Test/Step Name;Browser;Description;Start time;End time;Duration;Status
Test Cases/Register/Address/TC_Register_ValidAddress;;Test case register dengan Alamat yang valid (Minimal 10 karakter);21/03/2023 10:56;21/03/2023 10:56;12.043s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.EditText - Alamat Pengiriman"")";;Tap field 'Alamat Pengiriman';21/03/2023 10:56;21/03/2023 10:56;0.531s;PASSED
"setText(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.EditText - Alamat Pengiriman (1)"")";" ""Jl. yang ada di Kedaung""";Input format Alamat yang valid (minimal 10 karakter);21/03/2023 10:56;21/03/2023 10:56;1.182s;PASSED
hideKeyboard();;;21/03/2023 10:56;21/03/2023 10:56;1.485s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View"")";;Tap dropdown 'Provinsi';21/03/2023 10:56;21/03/2023 10:56;1.137s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (1)"")";;Pilih salah satu 'Provinsi';21/03/2023 10:56;21/03/2023 10:56;0.994s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (2)"")";;Tap dropdown 'Kota';21/03/2023 10:56;21/03/2023 10:56;1.045s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (3)"")";;Pilih salah satu 'Kota';21/03/2023 10:56;21/03/2023 10:56;1.050s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.Button"")";;Tap dropdown 'Kecamatan';21/03/2023 10:56;21/03/2023 10:56;1.178s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (4)"")";;Pilih salah satu 'Kecamatan';21/03/2023 10:56;21/03/2023 10:56;0.962s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (5)"")";;Tap dropdown 'Kelurahan';21/03/2023 10:56;21/03/2023 10:56;1.024s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (6)"")";;Pilih salah satu 'Kelurahan';21/03/2023 10:56;21/03/2023 10:56;1.015s;PASSED
;;;;;;
Test Cases/Register/Phone_Number/TC_Register_PhoneTaken;;Test case Register dengan Nomor Handphone yang sudah terdaftar;21/03/2023 10:56;21/03/2023 10:56;7.426s;PASSED
swipe(100, 400, 0, 0);;;21/03/2023 10:56;21/03/2023 10:56;1.044s;PASSED
"tap(findTestObject(""Object Repository/Register/Phone_Number/Taken_Phone_Number/android.widget.EditText - Nomor Handphone"")";;"Tap field ""Nomor Handphone""";21/03/2023 10:56;21/03/2023 10:56;0.397s;PASSED
"setText(findTestObject(""Object Repository/Register/Phone_Number/Taken_Phone_Number/android.widget.EditText - Nomor Handphone (1)"")";" ""081808195603""";Input Nomor Handphone yang sudah terdaftar;21/03/2023 10:56;21/03/2023 10:56;1.316s;PASSED
hideKeyboard();;;21/03/2023 10:56;21/03/2023 10:56;3.370s;PASSED
delay(1, CONTINUE_ON_FAILURE);;;21/03/2023 10:56;21/03/2023 10:56;1.005s;PASSED
;;;;;;
Test Cases/Register/Phone_Number/TC_FailedPhone_Submit;;Test case Register tap tombol 'Daftar' dengan input Nomor Handphone yang sudah terdaftar;21/03/2023 10:56;21/03/2023 10:56;9.405s;PASSED
"tap(findTestObject(""Object Repository/Register/Phone_Number/FailedPhone_Submit/android.widget.Button"")";;Tap tombol 'Daftar';21/03/2023 10:56;21/03/2023 10:56;0.898s;PASSED
delay(7, CONTINUE_ON_FAILURE);;;21/03/2023 10:56;21/03/2023 10:56;7.003s;PASSED
"tap(findTestObject(""Object Repository/Register/Phone_Number/FailedPhone_Submit/android.widget.Button (1)"")";;"Tap tombol 'Tutup' pada alert ""Nomor Handphone sudah terhubung dengan akun lain""";21/03/2023 10:56;21/03/2023 10:56;1.029s;PASSED
