Suite/Test/Step Name;Browser;Description;Start time;End time;Duration;Status
"tap(findTestObject(""Object Repository/Register/Password/Register_Invalid_ConfirmPassword/android.widget.Button"")";;Tap icon 'Mata tertutup';20/03/2023 16:04;20/03/2023 16:04;0.798s;PASSED
"tap(findTestObject(""Object Repository/Register/Password/Register_Invalid_ConfirmPassword/android.widget.EditText - Ketik Ulang Password"")";;Tap field 'Konfirmasi Password';20/03/2023 16:04;20/03/2023 16:04;0.960s;PASSED
"setEncryptedText(findTestObject(""Object Repository/Register/Password/Register_Invalid_ConfirmPassword/android.widget.EditText - Ketik Ulang Password (1)"")";" ""cVIwjfOa1J4=""";Input Konfirmasi Password yang berbeda dengan field Password;20/03/2023 16:04;20/03/2023 16:04;1.646s;PASSED
"tap(findTestObject(""Object Repository/Register/Password/Register_Invalid_ConfirmPassword/android.widget.Button (1)"")";;Tap icon 'Mata tertutup';20/03/2023 16:04;20/03/2023 16:04;0.777s;PASSED
;;;;;;
Test Cases/Register/Address/TC_Register_ValidAddress;;Test case register dengan Alamat yang valid (Minimal 10 karakter);20/03/2023 16:04;20/03/2023 16:05;12.688s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.EditText - Alamat Pengiriman"")";;Tap field 'Alamat Pengiriman';20/03/2023 16:04;20/03/2023 16:05;0.875s;PASSED
"setText(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.EditText - Alamat Pengiriman (1)"")";" ""Jl. yang ada di Kedaung""";Input format Alamat yang valid (minimal 10 karakter);20/03/2023 16:05;20/03/2023 16:05;1.197s;PASSED
hideKeyboard();;;20/03/2023 16:05;20/03/2023 16:05;1.226s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View"")";;Tap dropdown 'Provinsi';20/03/2023 16:05;20/03/2023 16:05;1.441s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (1)"")";;Pilih salah satu 'Provinsi';20/03/2023 16:05;20/03/2023 16:05;0.972s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (2)"")";;Tap dropdown 'Kota';20/03/2023 16:05;20/03/2023 16:05;1.028s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (3)"")";;Pilih salah satu 'Kota';20/03/2023 16:05;20/03/2023 16:05;0.996s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.Button"")";;Tap dropdown 'Kecamatan';20/03/2023 16:05;20/03/2023 16:05;1.165s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (4)"")";;Pilih salah satu 'Kecamatan';20/03/2023 16:05;20/03/2023 16:05;0.973s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (5)"")";;Tap dropdown 'Kelurahan';20/03/2023 16:05;20/03/2023 16:05;1.361s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (6)"")";;Pilih salah satu 'Kelurahan';20/03/2023 16:05;20/03/2023 16:05;1.136s;PASSED
;;;;;;
Test Cases/Register/Phone_Number/TC_Register_ValidPhone;;Test case register dengan nomor HP yang valid;20/03/2023 16:05;20/03/2023 16:05;5.963s;PASSED
swipe(100, 400, 0, 0);;;20/03/2023 16:05;20/03/2023 16:05;0.994s;PASSED
"tap(findTestObject(""Object Repository/Register/Phone_Number/Valid_Phone_Number/android.widget.EditText - Nomor Handphone"")";;Tap field 'Nomor Handphone';20/03/2023 16:05;20/03/2023 16:05;0.181s;PASSED
"setText(findTestObject(""Object Repository/Register/Phone_Number/Valid_Phone_Number/android.widget.EditText - Nomor Handphone (1)"")";" ""085817746351""";Input nomor HP yang valid;20/03/2023 16:05;20/03/2023 16:05;1.199s;PASSED
hideKeyboard();;;20/03/2023 16:05;20/03/2023 16:05;2.311s;PASSED
delay(1, CONTINUE_ON_FAILURE);;;20/03/2023 16:05;20/03/2023 16:05;1.008s;PASSED
;;;;;;
Test Cases/Register/Register_Submit;;Test case tap tombol 'Daftar' setelah mengisi form 'Register';20/03/2023 16:05;20/03/2023 16:05;1.123s;PASSED
"tap(findTestObject(""Object Repository/Register/Submit_Failed/android.widget.Button"")";;Tap tombol 'Daftar' setelah mengisi form Register;20/03/2023 16:05;20/03/2023 16:05;0.847s;PASSED
;;;;;;
Test Cases/Register/Password/TC_Verify_ConfirmPassword;;"Memastikan muncul alert ""Password konfirmasi tidak cocok""";20/03/2023 16:05;20/03/2023 16:05;13.057s;PASSED
"getText(findTestObject(""Object Repository/Register/Password/Verify_Confirm_Password/android.view.View"")";;;20/03/2023 16:05;20/03/2023 16:05;9.488s;PASSED
"verifyElementVisible(findTestObject(""Object Repository/Register/Password/Verify_Confirm_Password/android.view.View"")";;;20/03/2023 16:05;20/03/2023 16:05;0.149s;PASSED
"verifyMatch(""Password konfirmasi tidak cocok"", ""Password konfirmasi tidak cocok"")";;"Pastikan muncul alert ""Password konfirmasi tidak cocok""";20/03/2023 16:05;20/03/2023 16:05;0.015s;PASSED
delay(3, CONTINUE_ON_FAILURE);;;20/03/2023 16:05;20/03/2023 16:05;3.010s;PASSED
