Suite/Test/Step Name;Browser;Description;Start time;End time;Duration;Status
"tap(findTestObject(""Object Repository/Register/Password/Register_ValidPassword/android.widget.Button"")";;Tap icon 'Mata tertutup' pada field Password;20/03/2023 13:58;20/03/2023 13:58;1.501s;PASSED
"tap(findTestObject(""Object Repository/Register/Password/Register_ValidPassword/android.widget.EditText - Ketik Ulang Password"")";;Tap 'Konfirmasi Password';20/03/2023 13:58;20/03/2023 13:58;0.439s;PASSED
"setEncryptedText(findTestObject(""Object Repository/Register/Password/Register_ValidPassword/android.widget.EditText - Ketik Ulang Password (1)"")";" ""lsdNNXlVAZI=""";Input Konfirmasi Password yang sesuai dengan Password yang telah diinput;20/03/2023 13:58;20/03/2023 13:58;1.351s;PASSED
"tap(findTestObject(""Object Repository/Register/Password/Register_ValidPassword/android.widget.Button (1)"")";;Tap icon 'Mata tertutup' pada field Konfirmasi Password;20/03/2023 13:58;20/03/2023 13:58;0.770s;PASSED
;;;;;;
Test Cases/Register/Address/TC_Register_ValidAddress;;Test case register dengan Alamat yang valid (Minimal 10 karakter);20/03/2023 13:58;20/03/2023 13:58;12.227s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.EditText - Alamat Pengiriman"")"; 0);Tap field 'Alamat Pengiriman';20/03/2023 13:58;20/03/2023 13:58;0.665s;PASSED
"setText(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.EditText - Alamat Pengiriman (1)"")";" ""Jl. yang ada di Kedaung""";Input format Alamat yang valid (minimal 10 karakter);20/03/2023 13:58;20/03/2023 13:58;1.195s;PASSED
hideKeyboard();;;20/03/2023 13:58;20/03/2023 13:58;1.300s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View"")";;Tap dropdown 'Provinsi';20/03/2023 13:58;20/03/2023 13:58;1.589s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (1)"")";;Pilih salah satu 'Provinsi';20/03/2023 13:58;20/03/2023 13:58;0.970s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (2)"")";;Tap dropdown 'Kota';20/03/2023 13:58;20/03/2023 13:58;1.043s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (3)"")";;Pilih salah satu 'Kota';20/03/2023 13:58;20/03/2023 13:58;0.981s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.Button"")";;Tap dropdown 'Kecamatan';20/03/2023 13:58;20/03/2023 13:58;1.177s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (4)"")";;Pilih salah satu 'Kecamatan';20/03/2023 13:58;20/03/2023 13:58;0.966s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (5)"")";;Tap dropdown 'Kelurahan';20/03/2023 13:58;20/03/2023 13:58;1.040s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (6)"")";;Pilih salah satu 'Kelurahan';20/03/2023 13:58;20/03/2023 13:58;0.983s;PASSED
;;;;;;
Test Cases/Register/Phone_Number/TC_Register_ValidPhone;;Test case register dengan nomor HP yang valid;20/03/2023 13:58;20/03/2023 13:58;7.559s;PASSED
swipe(100, 400, 0, 0);;;20/03/2023 13:58;20/03/2023 13:58;1.093s;PASSED
"tap(findTestObject(""Object Repository/Register/Phone_Number/Valid_Phone_Number/android.widget.EditText - Nomor Handphone"")";;Tap field 'Nomor Handphone';20/03/2023 13:58;20/03/2023 13:58;0.392s;PASSED
"setText(findTestObject(""Object Repository/Register/Phone_Number/Valid_Phone_Number/android.widget.EditText - Nomor Handphone (1)"")";" ""085817746351""";Input nomor HP yang valid;20/03/2023 13:58;20/03/2023 13:58;1.309s;PASSED
hideKeyboard();;;20/03/2023 13:58;20/03/2023 13:58;3.496s;PASSED
delay(1;;;20/03/2023 13:58;20/03/2023 13:58;1.008s;PASSED
;;;;;;
Test Cases/Register/Register_Submit;;Test case tap tombol 'Daftar' setelah mengisi form 'Register';20/03/2023 13:58;20/03/2023 13:58;1.138s;PASSED
"tap(findTestObject(""Object Repository/Register/Submit_Failed/android.widget.Button"")";;Tap tombol 'Daftar' setelah mengisi form Register;20/03/2023 13:58;20/03/2023 13:58;0.846s;PASSED
;;;;;;
Test Cases/Register/Email/Verify_Invalid_Email;;Test case register verify alert invalid email;20/03/2023 13:58;20/03/2023 13:58;2.379s;PASSED
swipe(400, 400, 400, 1000);;;20/03/2023 13:58;20/03/2023 13:58;1.050s;PASSED
"getText(findTestObject(""Object Repository/Register/Email/Verify_AlertEmail/android.view.View (1)"")";;;20/03/2023 13:58;20/03/2023 13:58;0.172s;PASSED
"verifyElementVisible(findTestObject(""Object Repository/Register/Email/Verify_AlertEmail/android.view.View (1)"")";;;20/03/2023 13:58;20/03/2023 13:58;0.856s;PASSED
"verifyMatch(""Email yang anda masukkan tidak valid!"", ""Email yang anda masukkan tidak valid!"", false)";;"Pastikan muncul alert ""Email anda tidak valid!""";20/03/2023 13:58;20/03/2023 13:58;0.013s;PASSED
