Suite/Test/Step Name;Browser;Description;Start time;End time;Duration;Status
"setText(findTestObject(""Object Repository/Register/Phone_Number/Valid_Phone_Number/android.widget.EditText - Nomor Handphone (1)"")";" ""085817746351""";Input nomor HP yang valid;20/03/2023 14:52;20/03/2023 14:52;1.279s;PASSED
hideKeyboard();;;20/03/2023 14:52;20/03/2023 14:52;2.676s;PASSED
delay(1, CONTINUE_ON_FAILURE);;;20/03/2023 14:52;20/03/2023 14:52;1.019s;PASSED
;;;;;;
Test Cases/Register/Register_Submit;;Test case tap tombol 'Daftar' setelah mengisi form 'Register';20/03/2023 14:52;20/03/2023 14:52;3.552s;PASSED
"tap(findTestObject(""Object Repository/Register/Submit_Failed/android.widget.Button"")";;Tap tombol 'Daftar' setelah mengisi form Register;20/03/2023 14:52;20/03/2023 14:52;3.266s;PASSED
;;;;;;
Test Cases/Register/Address/TC_Verify_Invalid_Address;;"Memastikan muncul alert ""Alamat pengiriman minimal 10 karakter""";20/03/2023 14:52;20/03/2023 14:52;0.777s;PASSED
"getText(findTestObject(""Object Repository/Register/Address/Verify_Invalid_Address/android.view.View"")";;;20/03/2023 14:52;20/03/2023 14:52;0.230s;PASSED
"verifyElementVisible(findTestObject(""Object Repository/Register/Address/Verify_Invalid_Address/android.view.View"")";;;20/03/2023 14:52;20/03/2023 14:52;0.202s;PASSED
"verifyMatch(""Alamat pengiriman minimal 10 karakter"", ""Alamat pengiriman minimal 10 karakter"")";;"Pastikan muncul alert ""Alamat pengiriman minimal 10 karakter""";20/03/2023 14:52;20/03/2023 14:52;0.021s;PASSED
