Suite/Test/Step Name;Browser;Description;Start time;End time;Duration;Status
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (1)"")";;Pilih salah satu 'Provinsi';20/03/2023 15:58;20/03/2023 15:58;0.997s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (2)"")";;Tap dropdown 'Kota';20/03/2023 15:58;20/03/2023 15:58;1.046s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (3)"")";;Pilih salah satu 'Kota';20/03/2023 15:58;20/03/2023 15:58;0.994s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.widget.Button"")";;Tap dropdown 'Kecamatan';20/03/2023 15:58;20/03/2023 15:58;1.197s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (4)"")";;Pilih salah satu 'Kecamatan';20/03/2023 15:58;20/03/2023 15:58;1.112s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (5)"")";;Tap dropdown 'Kelurahan';20/03/2023 15:58;20/03/2023 15:58;1.027s;PASSED
"tap(findTestObject(""Object Repository/Register/Address/Register_ValidAddress/android.view.View (6)"")";;Pilih salah satu 'Kelurahan';20/03/2023 15:58;20/03/2023 15:58;0.963s;PASSED
;;;;;;
Test Cases/Register/Phone_Number/TC_Register_ValidPhone;;Test case register dengan nomor HP yang valid;20/03/2023 15:58;20/03/2023 15:58;7.937s;PASSED
swipe(100, 400, 0, 0);;;20/03/2023 15:58;20/03/2023 15:58;1.042s;PASSED
"tap(findTestObject(""Object Repository/Register/Phone_Number/Valid_Phone_Number/android.widget.EditText - Nomor Handphone"")";;Tap field 'Nomor Handphone';20/03/2023 15:58;20/03/2023 15:58;0.399s;PASSED
"setText(findTestObject(""Object Repository/Register/Phone_Number/Valid_Phone_Number/android.widget.EditText - Nomor Handphone (1)"")";" ""085817746351""";Input nomor HP yang valid;20/03/2023 15:58;20/03/2023 15:58;1.329s;PASSED
hideKeyboard();;;20/03/2023 15:58;20/03/2023 15:58;3.803s;PASSED
delay(1, CONTINUE_ON_FAILURE);;;20/03/2023 15:58;20/03/2023 15:58;1.015s;PASSED
;;;;;;
Test Cases/Register/Register_Submit;;Test case tap tombol 'Daftar' setelah mengisi form 'Register';20/03/2023 15:58;20/03/2023 15:58;1.191s;PASSED
"tap(findTestObject(""Object Repository/Register/Submit_Failed/android.widget.Button"")";;Tap tombol 'Daftar' setelah mengisi form Register;20/03/2023 15:58;20/03/2023 15:58;0.855s;PASSED
;;;;;;
Test Cases/Register/Password/TC_Verify_Invalid_Password;;"Memastikan muncul alert ""kata sandi minimal 6 karakter mengandung 1 angka dan 1 huruf!""";20/03/2023 15:58;20/03/2023 15:58;4.896s;PASSED
swipe(400, 400, 400, 1000);;;20/03/2023 15:58;20/03/2023 15:58;1.041s;PASSED
"getText(findTestObject(""Object Repository/Register/Password/Verify_Invalid_Password/android.view.View"")";;;20/03/2023 15:58;20/03/2023 15:58;0.203s;PASSED
"verifyElementVisible(findTestObject(""Object Repository/Register/Password/Verify_Invalid_Password/android.view.View"")";;;20/03/2023 15:58;20/03/2023 15:58;0.229s;PASSED
"verifyMatch(""Kata sandi minimal 6 karakter mengandung 1 angka dan 1 huruf!"", ""Kata sandi minimal 6 karakter mengandung 1 angka dan 1 huruf!"")";;"Pastikan muncul alert ""Kata sandi minimal 6 karakter mengandung 1 angka dan 1 huruf!""";20/03/2023 15:58;20/03/2023 15:58;0.008s;PASSED
delay(3, CONTINUE_ON_FAILURE);;;20/03/2023 15:58;20/03/2023 15:58;3.011s;PASSED
